ID,POLICYNO,BIRTH,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,NPOLICY,URBANICITY,AGE_BAND,CREDIT_SCORE_BAND,KIDSDRIV,INITDATE,PLCYDATE,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CLM_DATE,CLAIM_FLAG,STATE,TRAVTIME,CAR_USE,BLUEBOOK,CAR_TYPE,RED_CAR,CAR_AGE,TIF,OCCUPATION,PLCYYEAR,CLM_EXPOSURE,LN_CLM_EXPOSURE,CUST_LOYALTY,BLUEBOOK_1000
732669578,14269122,17OCT54,0,12,"$103,454",No,"$303,050",Yes,M,Masters,1,Highly Urban/ Urban,51 - 65,660 - 749,0,07MAY01,07MAY01,"$5,555",3,No,4,$0,,0,OH,45,Private,"$26,420",Minivan,no,10,103,Lawyer,2001,1,0,0,26.42
981711560,14396038,01AUG58,0,14,"$40,447",No,"$192,990",Yes,M,High School,1,Highly Urban/ Urban,51 - 65,620 - 659,0,20JAN94,18JAN01,$0,0,No,0,$0,,0,IL,19,Commercial,"$5,540",Pickup,no,1,107,Blue Collar,2001,1,0,6.9945205479,5.54
393144283,14509465,18MAY77,1,12,"$65,651",No,"$288,294",Yes,M,Masters,2,Highly Urban/ Urban,36 - 50,620 - 659,0,14APR95,07APR01,"$29,471",2,Yes,0,"$7,035",22AUG01,1,OH,32,Commercial,"$17,760",Van,yes,18,104,,2001,0.3753424658,-0.979916428,5.9808219178,17.76
772841920,14522916,31MAY54,0,14,"$81,524",No,,No,M,Masters,1,Highly Urban/ Urban,51 - 65,660 - 749,0,15APR01,15APR01,$0,0,Yes,0,"$5,485",17JUN01,1,IL,50,Private,"$10,650",Pickup,no,15,104,Lawyer,2001,0.1726027397,-1.756762627,0,10.65
703125844,14712951,04MAR64,0,11,"$18,612",No,$0,No,M,PhD,1,Highly Urban/ Urban,36 - 50,660 - 749,0,25JAN98,24JAN01,$0,0,No,1,$0,,0,IL,24,Private,"$21,160",Van,no,12,107,Lawyer,2001,1,0,2.997260274,21.16
120935025,14739000,08FEB56,0,13,"$3,079",No,"$64,198",No,F,<High School,2,Highly Urban/ Urban,51 - 65,660 - 749,0,28JAN91,29JAN01,$0,0,No,0,$0,,0,MI,35,Private,"$8,930",Sports Car,no,1,107,Home Maker,2001,1,0,10.002739726,8.93
198356289,14764450,05AUG66,3,14,"$84,798",No,"$247,913",Yes,F,High School,1,Highly Urban/ Urban,36 - 50,750 +,0,03FEB95,02FEB01,$0,0,No,0,$0,,0,IL,5,Commercial,"$25,860",Minivan,no,1,106,Blue Collar,2001,1,0,5.997260274,25.86
793412772,15009716,12OCT86,0,0,$0,No,$0,No,F,High School,1,Highly Urban/ Urban,26 - 35,750 +,0,11MAY97,10MAY01,"$28,386",2,Yes,2,"$5,637",04MAR02,1,IL,63,Private,"$13,520",SUV,no,1,103,Home Maker,2001,0.8164383562,-0.202803867,3.997260274,13.52
671380948,15279014,25APR72,0,8,"$68,284",No,"$218,441",Yes,F,PhD,1,Highly Urban/ Urban,36 - 50,620 - 659,0,13JAN94,11JAN01,"$4,891",1,No,0,$0,,0,OH,31,Private,"$8,330",SUV,no,10,107,Doctor,2001,1,0,6.9945205479,8.33
50132557,15403562,30JAN57,0,12,"$103,029",No,$0,No,M,Masters,1,Highly Urban/ Urban,51 - 65,750 +,0,11APR96,10APR01,"$37,667",2,Yes,1,$0,,0,MI,37,Private,"$16,900",Van,no,13,104,Lawyer,2001,1,0,4.9952765926,16.9
272221383,15407136,08JUN70,0,7,"$99,207",No,"$303,759",Yes,M,Bachelors,1,Highly Urban/ Urban,36 - 50,750 +,0,24MAR98,24MAR01,$0,0,Yes,0,$0,,0,IN,27,Private,"$17,240",Minivan,yes,16,105,Professional,2001,1,0,3,17.24
210661527,15441904,03DEC60,0,6,"$101,231",No,$0,No,F,PhD,1,Highly Urban/ Urban,51 - 65,750 +,0,17MAR93,15MAR01,"$13,518",1,No,4,$0,,0,OH,38,Private,"$16,320",SUV,no,11,105,Doctor,2001,1,0,7.9945205479,16.32
86145863,15515917,29MAR64,2,14,"$82,068",No,"$215,344",Yes,F,Bachelors,1,Highly Urban/ Urban,36 - 50,620 - 659,0,21FEB01,21FEB01,"$4,423",2,No,0,$664,27AUG01,1,IL,26,Commercial,"$8,980",SUV,no,12,106,Blue Collar,2001,0.5123287671,-0.668788737,0,8.98
131064947,15567963,20JUL80,1,9,,Yes,$0,No,F,High School,1,Highly Urban/ Urban,26 - 35,750 +,0,06APR94,05APR01,"$20,778",3,Yes,6,"$4,085",10MAY01,1,IL,32,Commercial,"$24,560",SUV,no,1,104,Blue Collar,2001,0.095890411,-2.344549292,6.997260274,24.56
65858750,15632687,01JAN68,0,12,"$2,289",No,$0,No,F,High School,4,Highly Urban/ Urban,36 - 50,660 - 749,0,04APR97,09MAR01,$0,0,Yes,2,"$2,593",14JUN01,1,OH,21,Private,"$5,730",SUV,no,1,105,Student,2001,0.2657534247,-1.325186375,3.9287671233,5.73
389693575,15641656,03NOV50,0,11,"$98,263",No,"$296,689",Yes,F,Masters,1,Highly Urban/ Urban,51 - 65,660 - 749,0,06MAR90,04MAR01,"$38,683",1,Yes,7,$0,,0,IL,27,Private,"$31,700",Van,no,21,105,Lawyer,2001,1,0,10.994520548,31.7
942990996,15894104,17FEB60,0,13,"$92,111",No,"$273,337",Yes,M,Masters,1,Highly Urban/ Urban,51 - 65,660 - 749,0,18FEB01,18FEB01,$0,0,No,0,$0,,0,IL,26,Private,"$13,190",Minivan,yes,14,106,Lawyer,2001,1,0,0,13.19
748665144,16200718,15MAR72,2,14,"$118,971",Yes,$0,No,M,Bachelors,1,Highly Urban/ Urban,36 - 50,660 - 749,1,18MAR01,18MAR01,$0,0,No,0,"$5,295",09JUL01,1,IL,44,Commercial,"$31,390",Panel Truck,yes,14,105,Manager,2001,0.3095890411,-1.172509535,0,31.39
166124602,16216167,20FEB65,0,11,"$87,247",No,$0,No,F,Masters,1,Highly Urban/ Urban,36 - 50,660 - 749,0,13MAR88,10MAR01,$0,0,No,0,$0,,0,IL,21,Private,"$20,900",SUV,no,18,105,Lawyer,2001,1,0,12.989580058,20.9
616126936,16359850,16MAY85,4,9,"$5,367",No,"$75,782",Yes,F,High School,1,Highly Urban/ Urban,26 - 35,660 - 749,0,03FEB94,01FEB01,"$6,027",3,No,10,"$2,161",15AUG01,1,OH,14,Commercial,"$22,550",Minivan,yes,1,106,Blue Collar,2001,0.5342465753,-0.626897795,6.9945205479,22.55
425482902,16395216,26APR55,0,12,"$79,834",No,"$253,064",Yes,F,Bachelors,1,Highly Urban/ Urban,51 - 65,450 - 619,0,09JAN01,09JAN01,"$2,053",1,No,4,$0,,0,MI,44,Commercial,"$15,180",Minivan,no,12,107,Blue Collar,2001,1,0,0,15.18
112021214,17118096,03DEC75,2,,$0,Yes,$0,No,F,Bachelors,1,Highly Urban/ Urban,36 - 50,660 - 749,0,31MAR94,30MAR01,"$4,196",3,No,0,"$4,995",25NOV01,1,MI,28,Commercial,"$4,700",SUV,no,11,105,Student,2001,0.6575342466,-0.41925843,6.997260274,4.7
519697689,17214539,09JUL52,3,,"$40,506",Yes,"$210,796",No,M,High School,1,Highly Rural/ Rural,51 - 65,450 - 619,0,12MAY95,11MAY01,$0,0,No,3,$0,,0,OH,46,Commercial,"$25,140",Panel Truck,yes,8,103,Blue Collar,2001,1,0,5.997260274,25.14
825682464,17222166,25JUL78,0,,"$47,538",No,"$184,423",No,M,High School,1,Highly Urban/ Urban,36 - 50,750 +,0,04FEB88,01FEB01,"$3,421",2,No,4,$0,,0,IL,53,Commercial,"$29,840",Minivan,no,7,106,Blue Collar,2001,1,0,12.992035332,29.84
326820492,17442385,08APR73,0,5,"$28,551",No,"$128,411",No,F,High School,1,Highly Urban/ Urban,36 - 50,750 +,0,30APR97,29APR01,"$4,632",1,No,3,$0,,0,OH,45,Private,"$7,860",Sports Car,no,1,104,Home Maker,2001,1,0,3.997260274,7.86
461817641,17499130,30MAY56,0,11,,No,$0,No,M,PhD,1,Highly Urban/ Urban,51 - 65,620 - 659,0,20FEB92,18FEB01,$0,0,No,3,$0,,0,WI,35,Commercial,"$23,320",Panel Truck,no,8,106,Manager,2001,1,0,8.9948948275,23.32
856351528,17582824,27MAY83,1,12,"$17,352",Yes,"$112,808",No,F,<High School,1,Highly Urban/ Urban,26 - 35,750 +,0,13MAR87,10MAR01,$0,0,No,0,"$1,133",12MAY01,1,MI,9,Private,"$9,250",SUV,no,6,105,Blue Collar,2001,0.1726027397,-1.756762627,13.991780822,9.25
639901617,17750844,14APR60,1,13,"$57,973",Yes,"$231,145",No,M,Masters,1,Highly Urban/ Urban,51 - 65,660 - 749,0,09JAN93,07JAN01,"$1,402",3,No,6,$0,,0,IL,26,Commercial,"$12,100",Pickup,yes,15,107,Professional,2001,1,0,7.9945205479,12.1
802236621,17766986,03NOV62,0,8,"$75,614",No,"$188,804",Yes,M,Masters,2,Highly Urban/ Urban,51 - 65,620 - 659,0,02APR97,02MAR01,$0,0,No,3,"$3,858",24MAR01,1,OH,35,Private,"$13,660",Minivan,yes,14,105,Manager,2001,0.0602739726,-2.8088549,3.9150684932,13.66
514500892,17816879,04APR65,2,12,,No,"$227,476",Yes,M,Bachelors,1,Highly Urban/ Urban,36 - 50,750 +,0,11JAN94,09JAN01,"$4,704",3,No,1,"$5,625",01MAY01,1,IL,46,Commercial,"$19,610",Van,yes,11,107,Blue Collar,2001,0.3068493151,-1.181398482,6.9945205479,19.61
922780757,18044370,29APR70,2,14,"$54,064",No,"$201,418",Yes,F,Bachelors,2,Highly Urban/ Urban,36 - 50,750 +,0,07MAR95,07MAR01,"$2,307",2,No,3,$0,,0,MI,7,Private,"$5,300",Sports Car,no,7,105,Professional,2001,1,0,6,5.3
854212281,18544511,22FEB76,1,13,"$57,583",No,"$213,828",Yes,F,High School,1,Highly Urban/ Urban,36 - 50,660 - 749,0,30MAR97,29MAR01,"$4,365",3,No,1,"$1,102",31DEC01,1,IL,36,Commercial,"$15,950",SUV,no,9,105,Blue Collar,2001,0.7589041096,-0.275879847,3.997260274,15.95
699397070,18618001,24AUG70,0,9,"$97,801",No,"$276,815",No,F,Masters,1,Highly Urban/ Urban,36 - 50,750 +,0,21MAR98,21MAR01,$0,0,No,1,$0,,0,IL,17,Private,"$27,630",Minivan,no,17,105,Manager,2001,1,0,3,27.63
914690116,18691453,18MAY64,0,12,"$43,650",No,"$116,191",Yes,F,Masters,3,Highly Urban/ Urban,36 - 50,620 - 659,0,16APR01,10MAY01,$0,0,No,0,$0,,0,OH,32,Private,"$10,270",Sports Car,no,11,103,Lawyer,2001,1,0,0.0657534247,10.27
623456680,18862866,17MAR59,0,0,$0,No,"$85,478",Yes,M,High School,1,Highly Urban/ Urban,51 - 65,660 - 749,0,21APR01,21APR01,"$3,444",1,No,1,$0,,0,IL,36,Private,"$19,260",Minivan,yes,1,104,Home Maker,2001,1,0,0,19.26
315443402,18951778,31MAY50,0,,"$8,191",No,,Yes,M,Masters,1,Highly Urban/ Urban,51 - 65,450 - 619,0,05JAN92,03JAN01,"$8,786",2,No,2,"$2,719",13MAR01,1,IN,33,Private,"$1,500",Minivan,no,16,107,Lawyer,2001,0.1890410959,-1.665790849,8.9945504903,1.5
624485602,19074338,21OCT64,0,12,"$46,233",No,$0,No,F,<High School,1,Highly Urban/ Urban,36 - 50,660 - 749,0,18JAN95,17JAN01,"$1,994",3,No,2,$0,,0,OH,22,Private,"$10,520",Minivan,no,1,107,Blue Collar,2001,1,0,5.997260274,10.52
491718211,19235671,01MAY56,0,13,"$68,098",No,"$216,432",Yes,M,Bachelors,1,Highly Urban/ Urban,51 - 65,750 +,0,16JAN94,14JAN01,$0,0,No,0,$0,,0,IN,32,Private,"$1,500",Minivan,yes,1,107,Manager,2001,1,0,6.9945205479,1.5
444802034,19314194,16SEP66,1,10,"$105,512",No,"$303,875",Yes,M,Masters,1,Highly Urban/ Urban,36 - 50,750 +,0,16JAN97,15JAN01,$0,0,No,1,$0,,0,MI,32,Commercial,"$24,040",Panel Truck,no,20,107,Manager,2001,1,0,3.997260274,24.04
620091221,19393133,03JAN46,1,11,"$66,784",No,"$262,589",Yes,M,Bachelors,1,Highly Urban/ Urban,66 +,450 - 619,1,06JAN01,06JAN01,$0,0,No,0,$0,,0,IL,49,Private,"$29,350",SUV,yes,1,107,Manager,2001,1,0,0,29.35
695909150,19500928,11DEC49,0,12,"$71,509",No,"$214,596",Yes,M,<High School,2,Highly Urban/ Urban,51 - 65,620 - 659,0,23APR90,04MAY01,$0,0,No,1,$0,,0,IN,37,Private,"$13,020",Minivan,no,6,103,Blue Collar,2001,1,0,11.030136986,13.02
588741868,20242754,13AUG45,0,13,"$74,789",No,$0,No,F,Masters,1,Highly Urban/ Urban,66 +,620 - 659,0,01MAY95,30APR01,"$2,487",1,No,8,"$32,614",25JAN02,1,IL,37,Private,"$15,280",SUV,no,19,104,Lawyer,2001,0.7397260274,-0.301475395,5.997260274,15.28
630263481,20519844,13DEC61,0,12,"$82,398",No,$0,No,M,Bachelors,1,Highly Urban/ Urban,51 - 65,660 - 749,0,07JAN97,06JAN01,"$34,195",2,Yes,0,$0,,0,IL,44,Private,"$20,510",Minivan,yes,4,107,Professional,2001,1,0,3.997260274,20.51
360476883,20662947,25FEB74,3,14,"$113,195",Yes,"$296,393",No,F,PhD,1,Highly Urban/ Urban,36 - 50,660 - 749,0,08FEB91,06FEB01,$0,0,No,0,"$4,975",07APR01,1,MI,57,Private,"$4,900",Sports Car,no,16,106,Lawyer,2001,0.1643835616,-1.805552791,9.9945205479,4.9
441768730,20675786,03MAR66,0,10,"$47,836",No,"$175,242",Yes,F,Bachelors,2,Highly Urban/ Urban,36 - 50,450 - 619,0,07APR01,06MAY01,"$8,273",3,No,3,$0,,0,WI,34,Private,"$6,280",SUV,no,9,103,Manager,2001,1,0,0.0794520548,6.28
96011959,20706484,08APR57,0,,"$27,030",No,"$148,356",Yes,M,High School,1,Highly Urban/ Urban,51 - 65,620 - 659,0,05FEB95,04FEB01,"$43,297",1,No,1,$0,,0,MI,30,Private,"$16,570",Van,yes,1,106,Clerical,2001,1,0,5.997260274,16.57
709105359,21220613,02JUN58,0,13,"$26,137",No,"$121,970",Yes,F,High School,1,Highly Rural/ Rural,51 - 65,660 - 749,0,17JAN97,16JAN01,$0,0,No,2,$0,,0,IN,31,Commercial,"$23,980",Pickup,no,10,107,Clerical,2001,1,0,3.997260274,23.98
924523082,21646132,18AUG59,0,8,"$57,775",No,"$176,758",Yes,F,High School,1,Highly Urban/ Urban,51 - 65,450 - 619,0,06APR94,05APR01,$0,0,No,0,$0,,0,MI,35,Private,"$15,680",Minivan,no,10,104,Manager,2001,1,0,6.997260274,15.68
448113092,21754401,19OCT54,0,15,"$48,466",No,"$187,224",Yes,F,Bachelors,1,Highly Rural/ Rural,51 - 65,620 - 659,0,29JAN97,28JAN01,$0,0,No,0,$0,,0,IL,41,Commercial,"$29,490",Minivan,no,3,107,Blue Collar,2001,1,0,3.997260274,29.49
510001503,21974819,03MAY48,0,12,"$19,796",No,"$153,061",No,F,Bachelors,3,Highly Urban/ Urban,66 +,660 - 749,0,15APR88,16APR01,"$3,437",2,No,5,$0,,0,OH,19,Private,"$21,560",Pickup,no,1,104,Clerical,2001,1,0,13.000785987,21.56
283223413,22063382,16AUG71,2,13,"$141,969",Yes,$0,No,F,PhD,3,Highly Urban/ Urban,36 - 50,620 - 659,2,04APR98,13APR01,$0,0,No,3,"$5,146",28JUN01,1,IN,50,Private,"$19,400",SUV,no,16,104,Manager,2001,0.2082191781,-1.569164013,3.0246575342,19.4
750552194,22229834,11MAR68,3,12,"$47,456",No,"$165,012",Yes,M,High School,1,Highly Urban/ Urban,36 - 50,660 - 749,3,09MAR01,09MAR01,"$3,402",1,No,0,"$1,453",14OCT01,1,WI,36,Commercial,"$25,920",Panel Truck,no,5,105,Blue Collar,2001,0.6,-0.510825624,0,25.92
866014907,22589720,23MAR62,0,14,"$34,705",No,"$173,076",Yes,M,High School,3,Highly Urban/ Urban,51 - 65,660 - 749,0,05FEB94,27FEB01,$0,0,No,0,$0,,0,OH,50,Commercial,"$9,570",Pickup,yes,7,106,Blue Collar,2001,1,0,7.0602739726,9.57
333018954,22891050,13JUL76,1,12,"$126,678",No,"$325,815",Yes,M,Bachelors,1,Highly Rural/ Rural,36 - 50,660 - 749,0,22JAN97,21JAN01,$0,0,No,4,$0,,0,MI,60,Private,"$20,480",Van,yes,15,107,Blue Collar,2001,1,0,3.997260274,20.48
753795811,23000856,12AUG55,0,10,"$62,280",No,$0,No,M,Masters,2,Highly Urban/ Urban,51 - 65,750 +,0,03MAR95,15MAR01,"$4,390",2,No,0,$0,,0,OH,52,Commercial,"$30,810",Panel Truck,yes,12,105,,2001,1,0,6.0328767123,30.81
187122023,23275620,24JAN64,0,11,"$65,426",No,"$181,181",Yes,M,Bachelors,1,Highly Urban/ Urban,36 - 50,620 - 659,0,02JAN95,01JAN01,$0,0,No,1,$0,,0,WI,44,Commercial,"$6,040",Pickup,yes,14,107,Manager,2001,1,0,5.997260274,6.04
262994743,23301218,24JAN72,4,14,"$45,484",No,"$187,068",Yes,F,<High School,1,Highly Urban/ Urban,36 - 50,750 +,0,06APR95,05APR01,"$4,448",2,No,6,$0,,0,MI,23,Private,"$9,650",SUV,no,1,104,Blue Collar,2001,1,0,5.997260274,9.65
679670661,23383523,04NOV57,0,12,"$54,236",No,"$219,127",Yes,M,Bachelors,1,Highly Rural/ Rural,51 - 65,450 - 619,0,26JAN01,26JAN01,$0,0,No,0,$0,,0,IN,40,Commercial,"$6,600",Pickup,no,14,107,Blue Collar,2001,1,0,0,6.6
815837145,23387750,09JUL57,1,8,,No,"$253,662",Yes,M,High School,1,Highly Urban/ Urban,51 - 65,750 +,1,08MAY01,08MAY01,"$9,000",1,No,0,"$6,431",05JUL01,1,IL,5,Commercial,"$12,430",Minivan,yes,11,103,Blue Collar,2001,0.1589041096,-1.839454343,0,12.43
441024113,23823431,12JUN73,0,10,"$71,379",No,$0,No,M,Bachelors,1,Highly Urban/ Urban,36 - 50,660 - 749,0,11MAR91,09MAR01,"$31,039",2,Yes,3,"$3,840",16JUN01,1,OH,34,Commercial,"$22,010",Van,yes,9,105,Blue Collar,2001,0.2712328767,-1.304777503,9.9945205479,22.01
201600772,23941657,05JUN60,0,11,"$45,916",No,"$194,824",No,M,<High School,1,Highly Urban/ Urban,51 - 65,620 - 659,0,15FEB97,14FEB01,"$3,424",1,No,5,$0,,0,MI,27,Private,"$9,160",Pickup,no,1,106,Blue Collar,2001,1,0,3.997260274,9.16
414522894,24060568,14AUG81,3,11,"$14,461",No,"$108,046",Yes,F,High School,1,Highly Urban/ Urban,26 - 35,620 - 659,0,02JAN01,02JAN01,$0,0,Yes,2,"$8,107",03OCT01,1,IL,30,Private,"$9,990",SUV,no,1,107,Clerical,2001,0.7506849315,-0.286769247,0,9.99
997170022,24071128,11JAN62,0,12,"$128,026",No,"$350,087",Yes,F,PhD,2,Highly Urban/ Urban,51 - 65,620 - 659,0,19MAR95,02MAR01,$0,0,No,0,$0,,0,IL,27,Commercial,"$21,170",Pickup,no,,105,Manager,2001,1,0,5.9534246575,21.17
602933385,24093281,08AUG74,1,10,"$74,356",No,"$233,461",Yes,F,Bachelors,1,Highly Urban/ Urban,36 - 50,660 - 749,0,21MAR88,18MAR01,"$5,926",2,No,8,$0,,0,OH,41,Private,"$1,500",SUV,no,13,105,Manager,2001,1,0,12.989639943,1.5
738075150,24435649,01JUL55,0,7,"$10,232",No,"$129,979",Yes,F,Masters,2,Highly Urban/ Urban,51 - 65,750 +,0,08FEB85,15FEB01,"$5,458",2,No,3,$0,,0,MI,33,Private,"$24,470",Minivan,no,18,106,Home Maker,2001,1,0,16.019178082,24.47
303886864,24560626,07NOV63,2,7,"$26,681",Yes,"$166,588",No,F,Bachelors,3,Highly Rural/ Rural,51 - 65,620 - 659,1,01JAN01,07FEB01,$0,0,No,3,$0,,0,IN,10,Private,"$14,560",SUV,no,13,106,Professional,2001,1,0,0.101369863,14.56
881285757,24575935,25SEP65,0,7,"$89,955",No,"$309,466",Yes,F,PhD,1,Highly Urban/ Urban,36 - 50,660 - 749,0,21MAR01,21MAR01,$0,0,No,0,$0,,0,IL,43,Private,"$26,740",Minivan,no,1,105,Lawyer,2001,1,0,0,26.74
291046635,25110543,14JAN53,0,13,"$44,967",No,"$205,531",Yes,M,High School,1,Highly Urban/ Urban,51 - 65,750 +,0,09MAY01,09MAY01,$0,0,No,0,$0,,0,OH,30,Private,"$6,000",Minivan,yes,9,103,Clerical,2001,1,0,0,6
384962368,25125435,18OCT60,0,14,"$100,709",No,$0,No,F,PhD,2,Highly Urban/ Urban,51 - 65,660 - 749,0,16MAR01,16MAR01,$0,0,Yes,1,$0,,0,IL,12,Private,"$16,370",SUV,no,1,105,Manager,2001,1,0,0,16.37
240832106,25221904,11SEP81,2,15,"$53,458",No,"$211,386",Yes,M,Bachelors,2,Highly Urban/ Urban,26 - 35,660 - 749,0,17APR91,23APR01,"$47,389",2,No,6,$0,,0,IN,26,Private,"$21,600",Van,yes,7,104,Manager,2001,1,0,10.016438356,21.6
164947678,25378419,17MAR68,2,11,"$93,310",No,"$265,298",Yes,F,Bachelors,1,Highly Urban/ Urban,36 - 50,660 - 749,2,11FEB01,11FEB01,"$45,879",2,No,4,$0,,0,IL,48,Commercial,"$10,830",Pickup,no,8,106,Blue Collar,2001,1,0,0,10.83
692062611,25382855,24AUG68,0,7,"$30,631",No,$0,No,M,<High School,1,Highly Urban/ Urban,36 - 50,660 - 749,0,28FEB97,27FEB01,$981,3,No,5,"$3,007",17JUL01,1,IL,50,Commercial,"$11,510",Pickup,yes,1,106,Blue Collar,2001,0.3835616438,-0.958254931,3.997260274,11.51
237375162,25598459,16DEC82,2,12,"$26,906",Yes,$0,No,F,High School,1,Highly Urban/ Urban,26 - 35,750 +,0,04FEB01,04FEB01,"$23,451",2,Yes,8,"$3,748",15MAR01,1,MI,10,Private,"$4,000",Sports Car,no,8,106,Clerical,2001,0.1068493151,-2.236335707,0,4
325063400,25617266,10SEP73,0,0,$0,No,$0,No,F,Bachelors,1,Highly Urban/ Urban,36 - 50,620 - 659,0,11MAY97,10MAY01,"$6,191",3,No,8,$0,,0,IL,8,Commercial,"$6,330",SUV,no,8,103,Student,2001,1,0,3.997260274,6.33
234742148,25624074,01NOV72,2,11,"$33,294",Yes,$0,No,F,<High School,1,Highly Rural/ Rural,36 - 50,620 - 659,0,02JAN01,02JAN01,$0,0,No,0,$0,,0,IL,26,Private,"$10,070",Sports Car,no,1,107,Clerical,2001,1,0,0,10.07
195333528,25823793,10SEP55,0,12,"$27,337",No,$0,No,F,PhD,1,Highly Rural/ Rural,51 - 65,660 - 749,0,11JAN93,09JAN01,$0,0,No,3,$0,,0,MI,26,Private,"$11,970",SUV,no,13,107,Home Maker,2001,1,0,7.9945205479,11.97
38074153,26016322,10APR73,0,12,"$58,310",No,$0,No,M,High School,1,Highly Urban/ Urban,36 - 50,660 - 749,0,05JAN01,05JAN01,$0,0,No,2,"$2,186",07JUN01,1,OH,33,Private,"$8,470",Pickup,no,1,107,Blue Collar,2001,0.4191780822,-0.869459432,0,8.47
107563670,26142765,10AUG61,0,16,"$131,985",No,"$385,981",Yes,F,Masters,1,Highly Urban/ Urban,51 - 65,450 - 619,0,25FEB01,25FEB01,$0,0,No,1,$0,,0,MI,21,Private,"$19,400",Sports Car,no,11,106,Lawyer,2001,1,0,0,19.4
731551527,26209584,30MAY74,3,14,"$24,554",Yes,"$105,171",No,F,<High School,1,Highly Urban/ Urban,36 - 50,620 - 659,0,02MAR98,02MAR01,"$3,691",3,No,0,$0,,0,IL,5,Private,"$8,770",SUV,no,1,105,Clerical,2001,1,0,3,8.77
939401184,26318404,20JAN71,2,13,,Yes,$0,No,F,High School,2,Highly Urban/ Urban,36 - 50,750 +,1,20FEB01,26FEB01,"$17,919",2,Yes,7,"$1,941",08JUL01,1,MI,62,Commercial,"$16,790",Minivan,no,,106,Blue Collar,2001,0.3616438356,-1.017095431,0.0164383562,16.79
458456306,26470545,13AUG58,0,0,$0,No,"$75,386",Yes,M,PhD,1,Highly Urban/ Urban,51 - 65,750 +,0,31MAR95,30MAR01,"$8,023",2,No,4,$0,,0,MI,23,Private,"$10,350",Minivan,yes,22,105,Doctor,2001,1,0,5.997260274,10.35
495081514,26504129,25OCT60,0,13,"$45,819",No,"$161,549",Yes,M,High School,1,Highly Urban/ Urban,51 - 65,450 - 619,0,02APR95,01APR01,"$25,622",1,Yes,4,"$4,715",13MAY01,1,IL,27,Private,"$6,080",Pickup,no,9,104,Manager,2001,0.1150684932,-2.162227735,5.997260274,6.08
490356885,26632514,23SEP70,2,12,"$35,653",No,"$135,668",Yes,M,<High School,1,Highly Urban/ Urban,36 - 50,750 +,1,06FEB01,06FEB01,$0,0,No,0,$0,,0,IL,34,Private,"$8,870",Pickup,yes,1,106,Blue Collar,2001,1,0,0,8.87
523236280,26635090,09JAN70,1,7,"$46,138",Yes,"$196,543",No,F,Bachelors,1,Highly Urban/ Urban,36 - 50,660 - 749,0,18JAN91,16JAN01,"$14,954",3,No,2,$0,,0,MI,30,Private,"$14,870",Sports Car,no,,107,Professional,2001,1,0,9.9945205479,14.87
17859471,26866650,19FEB69,1,10,"$92,882",No,"$250,484",Yes,M,Masters,1,Highly Rural/ Rural,36 - 50,750 +,1,18MAY92,16MAY01,$0,0,No,0,$0,,0,IL,33,Private,"$14,690",Minivan,no,9,103,Lawyer,2001,1,0,8.9928138334,14.69
870878120,26895366,29MAY60,0,11,"$252,222",No,$0,No,F,PhD,1,Highly Urban/ Urban,51 - 65,620 - 659,0,09FEB01,09FEB01,"$6,194",3,No,0,$0,,0,OH,44,Commercial,"$38,550",Panel Truck,no,11,106,,2001,1,0,0,38.55
814016336,26913631,17JAN65,0,9,,No,"$471,638",No,M,Masters,1,Highly Urban/ Urban,36 - 50,750 +,0,27MAR92,25MAR01,$0,0,No,0,$0,,0,MI,37,Commercial,"$26,410",Panel Truck,yes,14,105,,2001,1,0,8.9924245827,26.41
343091278,27013517,14JUN67,0,11,"$21,589",No,"$134,865",No,F,<High School,1,Highly Urban/ Urban,36 - 50,620 - 659,0,27JAN97,26JAN01,$0,0,No,1,"$5,525",24APR01,1,IL,55,Private,"$25,700",Minivan,no,1,107,Clerical,2001,0.2410958904,-1.422560539,3.997260274,25.7
653142988,27044083,20NOV62,3,7,,No,"$181,752",Yes,F,Bachelors,2,Highly Urban/ Urban,51 - 65,620 - 659,2,15MAR88,14APR01,$0,0,Yes,1,$0,,0,IL,38,Private,"$10,810",Sports Car,no,,104,Student,2001,1,0,13.080005988,10.81
603952631,27111099,04APR75,3,13,"$21,990",Yes,"$144,045",No,M,High School,4,Highly Urban/ Urban,36 - 50,660 - 749,0,11MAR98,03MAR01,$0,0,No,3,$0,,0,MI,24,Private,"$13,900",Minivan,yes,8,105,Clerical,2001,1,0,2.9780821918,13.9
240114036,27406985,14APR51,0,14,"$28,629",No,"$191,973",Yes,F,Masters,1,Highly Urban/ Urban,51 - 65,450 - 619,0,13FEB95,12FEB01,"$4,478",3,No,8,"$5,061",11MAY01,1,IN,59,Private,"$10,060",SUV,no,,106,Lawyer,2001,0.2410958904,-1.422560539,5.997260274,10.06
130989382,27521573,20DEC75,0,7,"$85,402",No,$0,No,F,Bachelors,1,Highly Urban/ Urban,36 - 50,450 - 619,0,16MAR94,15MAR01,"$5,924",1,No,1,$0,,0,MI,32,Private,"$11,180",SUV,no,11,105,Manager,2001,1,0,6.997260274,11.18
